Gene	UniProtID	Accession	Protein_Name	Terms(GO/InterPro)	Term_Description	Term_namespace/type
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	IPR001196	Large ribosomal subunit protein uL15, conserved site	conserved_site
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	IPR005749	Large ribosomal subunit protein uL15, bacterial-type	family
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	IPR021131	Large ribosomal subunit protein uL15/eL18	domain
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	IPR030878	Large ribosomal subunit protein uL15	family
rplO	P57572	RL15_BUCAI	Large ribosomal subunit protein uL15	IPR036227	Large ribosomal subunit protein uL15/eL18 superfamily	homologous_superfamily
rpmD	P57573	RL30_BUCAI	Large ribosomal subunit protein uL30	GO:0003735	structural constituent of ribosome	F
rpmD	P57573	RL30_BUCAI	Large ribosomal subunit protein uL30	GO:0006412	translation	P
rpmD	P57573	RL30_BUCAI	Large ribosomal subunit protein uL30	GO:0015934	large ribosomal subunit	C
rpmD	P57573	RL30_BUCAI	Large ribosomal subunit protein uL30	IPR005996	Large ribosomal subunit protein uL30, bacterial-type	family
rpmD	P57573	RL30_BUCAI	Large ribosomal subunit protein uL30	IPR016082	Large ribosomal subunit protein uL30-like, ferredoxin-like fold domain	domain
rpmD	P57573	RL30_BUCAI	Large ribosomal subunit protein uL30	IPR036919	Large ribosomal subunit protein uL30, ferredoxin-like fold domain superfamily	homologous_superfamily
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	GO:0003723	RNA binding	F
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	GO:0003735	structural constituent of ribosome	F
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	GO:0006412	translation	P
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	GO:0005840	ribosome	C
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	GO:0015935	small ribosomal subunit	C
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	IPR000851	Small ribosomal subunit protein uS5	family
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	IPR005324	Small ribosomal subunit protein uS5, C-terminal	domain
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	IPR005712	Small ribosomal subunit protein uS5, bacterial-type	family
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	IPR013810	Small ribosomal subunit protein uS5, N-terminal	domain
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	IPR014721	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup	homologous_superfamily
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	IPR018192	Small ribosomal subunit protein uS5, N-terminal, conserved site	conserved_site
rpsE	P57574	RS5_BUCAI	Small ribosomal subunit protein uS5	IPR020568	Ribosomal protein uS5 domain 2-type superfamily	homologous_superfamily
rplR	P57575	RL18_BUCAI	Large ribosomal subunit protein uL18	GO:0003735	structural constituent of ribosome	F
rplR	P57575	RL18_BUCAI	Large ribosomal subunit protein uL18	GO:0006412	translation	P
rplR	P57575	RL18_BUCAI	Large ribosomal subunit protein uL18	GO:0005840	ribosome	C
rplR	P57575	RL18_BUCAI	Large ribosomal subunit protein uL18	IPR004389	Large ribosomal subunit protein uL18, bacterial-type	family
rplR	P57575	RL18_BUCAI	Large ribosomal subunit protein uL18	IPR005484	Large ribosomal subunit protein uL18	family
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	GO:0003735	structural constituent of ribosome	F
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	GO:0019843	rRNA binding	F
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	GO:0006412	translation	P
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	GO:0005840	ribosome	C
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	IPR000702	Large ribosomal subunit protein uL6-like	family
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	IPR002358	Large ribosomal subunit protein uL6, conserved site	conserved_site
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	IPR019906	Large ribosomal subunit protein uL6, bacterial-type	family
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	IPR020040	Large ribosomal subunit protein uL6, alpha-beta domain	domain
rplF	P57576	RL6_BUCAI	Large ribosomal subunit protein uL6	IPR036789	Large ribosomal subunit protein uL6-like, alpha-beta domain superfamily	homologous_superfamily
rpsH	P57577	RS8_BUCAI	Small ribosomal subunit protein uS8	GO:0003735	structural constituent of ribosome	F
rpsH	P57577	RS8_BUCAI	Small ribosomal subunit protein uS8	GO:0006412	translation	P
rpsH	P57577	RS8_BUCAI	Small ribosomal subunit protein uS8	GO:0005840	ribosome	C
rpsH	P57577	RS8_BUCAI	Small ribosomal subunit protein uS8	IPR000630	Small ribosomal subunit protein uS8	family
rpsH	P57577	RS8_BUCAI	Small ribosomal subunit protein uS8	IPR035987	Small ribosomal subunit protein uS8 superfamily	homologous_superfamily
rpsH	P57577	RS8_BUCAI	Small ribosomal subunit protein uS8	IPR047863	Small ribosomal subunit protein uS8, conserved site	conserved_site
rpsN	P57578	RS14_BUCAI	Small ribosomal subunit protein uS14	GO:0003735	structural constituent of ribosome	F
rpsN	P57578	RS14_BUCAI	Small ribosomal subunit protein uS14	GO:0006412	translation	P
rpsN	P57578	RS14_BUCAI	Small ribosomal subunit protein uS14	GO:0005840	ribosome	C
rpsN	P57578	RS14_BUCAI	Small ribosomal subunit protein uS14	IPR001209	Small ribosomal subunit protein uS14	family
rpsN	P57578	RS14_BUCAI	Small ribosomal subunit protein uS14	IPR018271	Small ribosomal subunit protein uS14, conserved site	conserved_site
rpsN	P57578	RS14_BUCAI	Small ribosomal subunit protein uS14	IPR023036	Small ribosomal subunit protein uS14, bacteria/plastid	family
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	GO:0003735	structural constituent of ribosome	F
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	GO:0006412	translation	P
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	GO:0005840	ribosome	C
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	IPR002132	Large ribosomal subunit protein uL5	family
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	IPR020929	Large ribosomal subunit protein uL5, conserved site	conserved_site
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	IPR020930	Large ribosomal subunit protein uL5, bacterial-type	family
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	IPR022803	Large ribosomal subunit protein uL5 domain superfamily	homologous_superfamily
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	IPR031309	Large ribosomal subunit protein uL5, C-terminal	domain
rplE	P57579	RL5_BUCAI	Large ribosomal subunit protein uL5	IPR031310	Large ribosomal subunit protein uL5, N-terminal	domain
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	GO:0003723	RNA binding	F
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	GO:0003735	structural constituent of ribosome	F
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	GO:0006412	translation	P
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	GO:0005840	ribosome	C
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	IPR003256	Large ribosomal subunit protein uL24	family
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	IPR005824	KOW	domain
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	IPR005825	Large ribosomal subunit protein uL24, conserved site	conserved_site
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	IPR008991	Translation protein SH3-like domain superfamily	homologous_superfamily
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	IPR014722	Large ribosomal subunit protein uL2, domain 2	homologous_superfamily
rplX	P57580	RL24_BUCAI	Large ribosomal subunit protein uL24	IPR041988	Large ribosomal subunit protein uL24, KOW domain	domain
rplN	P57581	RL14_BUCAI	Large ribosomal subunit protein uL14	GO:0003735	structural constituent of ribosome	F
rplN	P57581	RL14_BUCAI	Large ribosomal subunit protein uL14	GO:0006412	translation	P
rplN	P57581	RL14_BUCAI	Large ribosomal subunit protein uL14	GO:0005840	ribosome	C
rplN	P57581	RL14_BUCAI	Large ribosomal subunit protein uL14	GO:0015934	large ribosomal subunit	C
rplN	P57581	RL14_BUCAI	Large ribosomal subunit protein uL14	IPR000218	Large ribosomal subunit protein uL14	family
rplN	P57581	RL14_BUCAI	Large ribosomal subunit protein uL14	IPR005745	Large ribosomal subunit protein uL14, bacterial-type	family
rplN	P57581	RL14_BUCAI	Large ribosomal subunit protein uL14	IPR019972	Large ribosomal subunit protein uL14, conserved site	conserved_site
rplN	P57581	RL14_BUCAI	Large ribosomal subunit protein uL14	IPR036853	Large ribosomal subunit protein uL14 superfamily	homologous_superfamily
rpsQ	P57582	RS17_BUCAI	Small ribosomal subunit protein uS17	GO:0003735	structural constituent of ribosome	F
rpsQ	P57582	RS17_BUCAI	Small ribosomal subunit protein uS17	GO:0006412	translation	P
rpsQ	P57582	RS17_BUCAI	Small ribosomal subunit protein uS17	GO:0005840	ribosome	C
rpsQ	P57582	RS17_BUCAI	Small ribosomal subunit protein uS17	IPR000266	Small ribosomal subunit protein uS17	family
rpsQ	P57582	RS17_BUCAI	Small ribosomal subunit protein uS17	IPR012340	Nucleic acid-binding, OB-fold	homologous_superfamily
rpsQ	P57582	RS17_BUCAI	Small ribosomal subunit protein uS17	IPR019979	Small ribosomal subunit protein uS17, conserved site	conserved_site
rpsQ	P57582	RS17_BUCAI	Small ribosomal subunit protein uS17	IPR019984	Small ribosomal subunit protein uS17, bacteria/chloroplast	family
rpmC	P57583	RL29_BUCAI	Large ribosomal subunit protein uL29	GO:0003735	structural constituent of ribosome	F
rpmC	P57583	RL29_BUCAI	Large ribosomal subunit protein uL29	GO:0006412	translation	P
rpmC	P57583	RL29_BUCAI	Large ribosomal subunit protein uL29	GO:0005840	ribosome	C
rpmC	P57583	RL29_BUCAI	Large ribosomal subunit protein uL29	IPR001854	Large ribosomal subunit protein uL29	family
rpmC	P57583	RL29_BUCAI	Large ribosomal subunit protein uL29	IPR018254	Large ribosomal subunit protein uL29, conserved site	conserved_site
rpmC	P57583	RL29_BUCAI	Large ribosomal subunit protein uL29	IPR036049	Large ribosomal subunit protein uL29 superfamily	homologous_superfamily
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	GO:0003735	structural constituent of ribosome	F
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	GO:0006412	translation	P
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	GO:0005840	ribosome	C
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	GO:0019843	rRNA binding	F
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	IPR000114	Large ribosomal subunit protein uL16, bacterial-type	family
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	IPR016180	Large ribosomal subunit protein uL16 domain	domain
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	IPR020798	Large ribosomal subunit protein uL16, conserved site	conserved_site
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	IPR036920	Large ribosomal subunit protein uL16 superfamily	homologous_superfamily
rplP	P57584	RL16_BUCAI	Large ribosomal subunit protein uL16	IPR047873	Large ribosomal subunit protein uL16	family
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	GO:0003723	RNA binding	F
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	GO:0003676	nucleic acid binding	F
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	GO:0003735	structural constituent of ribosome	F
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	GO:0006412	translation	P
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	IPR001351	Small ribosomal subunit protein uS3, C-terminal	domain
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	IPR004044	K Homology domain, type 2	domain
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	IPR004087	K Homology domain	domain
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	IPR005704	Small ribosomal subunit protein uS3, bacterial-type	family
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	IPR009019	K homology domain superfamily, prokaryotic type	homologous_superfamily
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	IPR015946	K homology domain-like, alpha/beta	homologous_superfamily
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	IPR018280	Small ribosomal subunit protein uS3, conserved site	conserved_site
rpsC	P57585	RS3_BUCAI	Small ribosomal subunit protein uS3	IPR036419	Ribosomal protein S3, C-terminal domain superfamily	homologous_superfamily
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	GO:0003735	structural constituent of ribosome	F
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	GO:0006412	translation	P
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	GO:0005840	ribosome	C
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	GO:0015934	large ribosomal subunit	C
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	IPR001063	Large ribosomal subunit protein uL22	family
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	IPR005727	Large ribosomal subunit protein uL22, bacterial/chloroplast-type	family
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	IPR018260	Large ribosomal subunit protein uL22, conserved site	conserved_site
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	IPR036394	Ribosomal protein uL22 superfamily	homologous_superfamily
rplV	P57586	RL22_BUCAI	Large ribosomal subunit protein uL22	IPR047867	Large ribosomal subunit protein uL22, bacterial/organelle-type	family
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	GO:0003735	structural constituent of ribosome	F
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	GO:0006412	translation	P
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	GO:0005840	ribosome	C
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	GO:0003723	RNA binding	F
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	GO:0015935	small ribosomal subunit	C
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	IPR002222	Small ribosomal subunit protein uS19	family
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	IPR005732	Small ribosomal subunit protein uS19, bacterial-type	family
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	IPR020934	Small ribosomal subunit protein uS19, conserved site	conserved_site
rpsS	P57587	RS19_BUCAI	Small ribosomal subunit protein uS19	IPR023575	Small ribosomal subunit protein uS19, superfamily	homologous_superfamily
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	GO:0003735	structural constituent of ribosome	F
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	GO:0006412	translation	P
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	GO:0005840	ribosome	C
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	GO:0003723	RNA binding	F
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	GO:0016740	transferase activity	F
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	GO:0015934	large ribosomal subunit	C
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR002171	Large ribosomal subunit protein uL2	family
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR005880	Large ribosomal subunit protein uL2, bacterial/organellar-type	family
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR008991	Translation protein SH3-like domain superfamily	homologous_superfamily
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR012340	Nucleic acid-binding, OB-fold	homologous_superfamily
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR014722	Large ribosomal subunit protein uL2, domain 2	homologous_superfamily
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR014726	Large ribosomal subunit protein uL2, domain 3	homologous_superfamily
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR022666	Large ribosomal subunit protein uL2, RNA-binding domain	domain
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR022669	Large ribosomal subunit protein uL2, C-terminal	domain
rplB	P57588	RL2_BUCAI	Large ribosomal subunit protein uL2	IPR022671	Large ribosomal subunit protein uL2, conserved site	conserved_site
rplW	P57589	RL23_BUCAI	Large ribosomal subunit protein uL23	GO:0003735	structural constituent of ribosome	F
rplW	P57589	RL23_BUCAI	Large ribosomal subunit protein uL23	GO:0006412	translation	P
rplW	P57589	RL23_BUCAI	Large ribosomal subunit protein uL23	GO:0005840	ribosome	C
rplW	P57589	RL23_BUCAI	Large ribosomal subunit protein uL23	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	homologous_superfamily
rplW	P57589	RL23_BUCAI	Large ribosomal subunit protein uL23	IPR012678	Ribosomal protein uL23/eL15/eS24 core domain superfamily	homologous_superfamily
rplW	P57589	RL23_BUCAI	Large ribosomal subunit protein uL23	IPR013025	Large ribosomal subunit protein uL23-like	family
rplD	P57590	RL4_BUCAI	Large ribosomal subunit protein uL4	GO:0003735	structural constituent of ribosome	F
rplD	P57590	RL4_BUCAI	Large ribosomal subunit protein uL4	GO:0006412	translation	P
rplD	P57590	RL4_BUCAI	Large ribosomal subunit protein uL4	GO:0005840	ribosome	C
rplD	P57590	RL4_BUCAI	Large ribosomal subunit protein uL4	IPR002136	Large ribosomal subunit protein uL4	family
rplD	P57590	RL4_BUCAI	Large ribosomal subunit protein uL4	IPR013005	Large ribosomal subunit protein uL4-like	family
rplD	P57590	RL4_BUCAI	Large ribosomal subunit protein uL4	IPR023574	Large ribosomal subunit protein uL4 domain superfamily	homologous_superfamily
rplC	P57591	RL3_BUCAI	Large ribosomal subunit protein uL3	GO:0003735	structural constituent of ribosome	F
rplC	P57591	RL3_BUCAI	Large ribosomal subunit protein uL3	GO:0006412	translation	P
rplC	P57591	RL3_BUCAI	Large ribosomal subunit protein uL3	GO:0005840	ribosome	C
rplC	P57591	RL3_BUCAI	Large ribosomal subunit protein uL3	IPR000597	Large ribosomal subunit protein uL3	family
rplC	P57591	RL3_BUCAI	Large ribosomal subunit protein uL3	IPR009000	Translation protein, beta-barrel domain superfamily	homologous_superfamily
rplC	P57591	RL3_BUCAI	Large ribosomal subunit protein uL3	IPR019926	Large ribosomal subunit protein uL3, conserved site	conserved_site
rplC	P57591	RL3_BUCAI	Large ribosomal subunit protein uL3	IPR019927	Large ribosomal subunit protein uL3, bacterial/organelle-type	family
rpsJ	P57592	RS10_BUCAI	Small ribosomal subunit protein uS10	GO:0003735	structural constituent of ribosome	F
rpsJ	P57592	RS10_BUCAI	Small ribosomal subunit protein uS10	GO:0006412	translation	P
rpsJ	P57592	RS10_BUCAI	Small ribosomal subunit protein uS10	GO:0005840	ribosome	C
rpsJ	P57592	RS10_BUCAI	Small ribosomal subunit protein uS10	GO:0003723	RNA binding	F
rpsJ	P57592	RS10_BUCAI	Small ribosomal subunit protein uS10	IPR001848	Small ribosomal subunit protein uS10	family
rpsJ	P57592	RS10_BUCAI	Small ribosomal subunit protein uS10	IPR018268	Small ribosomal subunit protein uS10, conserved site	conserved_site
rpsJ	P57592	RS10_BUCAI	Small ribosomal subunit protein uS10	IPR027486	Small ribosomal subunit protein uS10 domain	domain
rpsJ	P57592	RS10_BUCAI	Small ribosomal subunit protein uS10	IPR036838	Small ribosomal subunit protein uS10 domain superfamily	homologous_superfamily
fusA	P57593	EFG_BUCAI	Elongation factor G	GO:0003924	GTPase activity	F
fusA	P57593	EFG_BUCAI	Elongation factor G	GO:0005525	GTP binding	F
fusA	P57593	EFG_BUCAI	Elongation factor G	GO:0003746	translation elongation factor activity	F
fusA	P57593	EFG_BUCAI	Elongation factor G	GO:0006414	translational elongation	P
fusA	P57593	EFG_BUCAI	Elongation factor G	IPR000640	Elongation factor EFG, domain V-like	domain
fusA	P57593	EFG_BUCAI	Elongation factor G	IPR000795	Translational (tr)-type GTP-binding domain	domain
